,"Date","Num","P. O. #","Name","Source Name","Memo","Deliv Date","Qty","Rcv'd","Backordered","Amount","Item","Open Balance","Inventory Site"
,"09/02/2025","POD-251253","SO-20251244","CoastIPC, Inc.","Neousys Technology Incorp.","POC-410  Intel® Elkhart Lake ultra-compact embedded controller with 3x 2.5GbE ports, 2x USB 3.0 ...","10/03/2025",5,0,5,1815.00,"POC-400 Series:POC-410",1815.00,"Drop Ship"
,"09/26/2025","POD-251371",,"Neousys Technology Incorp.","Neousys Technology Incorp.","POC-410  Intel® Elkhart Lake ultra-compact embedded controller with 3x 2.5GbE ports, 2x USB 3.0 ...","10/16/2025",8,0,8,2904.00,"POC-400 Series:POC-410",2904.00,"WH01S-NTA"
"Total POC-410",,,,,,,,13,0,13,4719.00,,4719.00,
"POC-465AWP",,,,,,,,,,,,,,
,"09/30/2025","POD-251378","SO-20251367","Maritime Applied Physics Corporation","Neousys Technology Incorp.","POC-465AWP  IP66 Waterproof Intel® Atom® x6425E Computer with 2x M12 2.5GbE and Isolated COM Por...","10/15/2025",10,0,10,5340.00,"POC-400 Series:POC-465AWP",5340.00,"WH01S-NTA"
,"09/30/2025","POD-251379","SO-20251368","Maritime Applied Physics Corporation","Neousys Technology Incorp.","POC-465AWP  IP66 Waterproof Intel® Atom® x6425E Computer with 2x M12 2.5GbE and Isolated COM Por...","10/15/2025",30,0,30,16020.00,"POC-400 Series:POC-465AWP",16020.00,"WH01S-NTA"
"Total POC-465AWP",,,,,,,,40,0,40,21360.00,,21360.00,
"Total POC-400 Series",,,,,,,,255,0,255,95813.00,,95813.00,
"POC-500 Series",,,,,,,,,,,,,,
"POC-515",,,,,,,,,,,,,,
,"08/26/2025","POD-251219","SO-20251212","CoastIPC, Inc.","Neousys Technology Incorp.","POC-515  AMD Ryzen™ embedded V1605B ultra-compact embedded controller with 4x PoE+ ports, 4x USB...","10/09/2025",5,0,5,3185.00,"POC-500 Series:POC-515",3185.00,"Drop Ship"
,"09/15/2025","POD-251321",,"Neousys Technology Incorp.","Neousys Technology Incorp.","POC-515  AMD Ryzen™ embedded V1605B ultra-compact embedded controller with 4x PoE+ ports, 4x USB...","10/01/2025",1,0,1,637.00,"POC-500 Series:POC-515",637.00,"WH01S-NTA"
"Total POC-515",,,,,,,,6,0,6,3822.00,,3822.00,
"POC-545",,,,,,,,,,,,,,
,"09/02/2025","POD-251252","SO-20251243","CoastIPC, Inc.","Neousys Technology Incorp.","POC-545  AMD Ryzen™ embedded V1807B ultra-compact embedded controller with 4x PoE+ ports, 4x USB...","10/09/2025",10,0,10,8040.00,"POC-500 Series:POC-545",8040.00,"Drop Ship"
,"09/18/2025","POD-251337","SO-20251314","Neousys Technology Incorp.","Neousys Technology Incorp.","POC-545  AMD Ryzen™ embedded V1807B ultra-compact embedded controller with 4x PoE+ ports, 4x USB...","10/08/2025",2,0,2,1608.00,"POC-500 Series:POC-545",1608.00,"WH01S-NTA"
"Total POC-545",,,,,,,,12,0,12,9648.00,,9648.00,
"POC-551VTC-GLE50-FP",,,,,,,,,,,,,,
,"07/24/2025","POD-251046","SO-20251050","CoastIPC, Inc.","Neousys Technology Incorp.","POC-551VTC-GLE50-FP  AMD Ryzen™ V1000 Ultra-compact In-vehicle Controller with PoE+, DIO and Iso...","10/03/2025",34,0,34,23664.00,"POC-500 Series:POC-551VTC-GLE50-FP",23664.00,"Drop Ship"
,"07/24/2025","POD-251047","SO-20251051","CoastIPC, Inc.","Neousys Technology Incorp.","POC-551VTC-GLE50-FP  AMD Ryzen™ V1000 Ultra-compact In-vehicle Controller with PoE+, DIO and Iso...","11/21/2025",24,0,24,16704.00,"POC-500 Series:POC-551VTC-GLE50-FP",16704.00,"Drop Ship"
,"07/24/2025","POD-251048","SO-20251052","CoastIPC, Inc.","Neousys Technology Incorp.","POC-551VTC-GLE50-FP  AMD Ryzen™ V1000 Ultra-compact In-vehicle Controller with PoE+, DIO and Iso...","12/19/2025",29,0,29,20184.00,"POC-500 Series:POC-551VTC-GLE50-FP",20184.00,"Drop Ship"
"Total POC-551VTC-GLE50-FP",,,,,,,,87,0,87,60552.00,,60552.00,
"Total POC-500 Series",,,,,,,,105,0,105,74022.00,,74022.00,
"POC-700 Series",,,,,,,,,,,,,,
"POC-712",,,,,,,,,,,,,,
,"09/15/2025","POD-251321",,"Neousys Technology Incorp.","Neousys Technology Incorp.","POC-712  Intel Atom x7425E Ultra-Compact Embedded Controller with 4x GbE, 4x USB 3.2 and MezIO I...","10/01/2025",1,0,1,441.00,"POC-700 Series:POC-712",441.00,"WH01S-NTA"
,"09/30/2025","POD-251384",,"Neousys Technology Incorp.","Neousys Technology Incorp.","POC-712  Intel Atom x7425E Ultra-Compact Embedded Controller with 4x GbE, 4x USB 3.2 and MezIO I...","10/15/2025",6,0,6,2646.00,"POC-700 Series:POC-712",2646.00,"WH01S-NTA"
"Total POC-712",,,,,,,,7,0,7,3087.00,,3087.00,
"POC-712-UL",,,,,,,,,,,,,,
,"09/08/2025","POD-251274","SO-20251254","Neousys Technology Incorp.","Neousys Technology Incorp.","POC-712-UL  Intel Atom x7425E Ultra-Compact Embedded Controller with 4x GbE, 4x USB 3.2 and MezI...","09/24/2025",5,0,5,2205.00,"POC-700 Series:POC-712-UL",2205.00,"WH01S-NTA"
,"09/15/2025","POD-251321",,"Neousys Technology Incorp.","Neousys Technology Incorp.","POC-712-UL  Intel Atom x7425E Ultra-Compact Embedded Controller with 4x GbE, 4x USB 3.2 and MezI...","10/01/2025",2,0,2,882.00,"POC-700 Series:POC-712-UL",882.00,"WH01S-NTA"
,"09/30/2025","POD-251381",,"Neousys Technology Incorp.","Neousys Technology Incorp.","POC-712-UL  Intel Atom x7425E Ultra-Compact Embedded Controller with 4x GbE, 4x USB 3.2 and MezI...","10/15/2025",3,0,3,1323.00,"POC-700 Series:POC-712-UL",1323.00,"WH01S-NTA"
"Total POC-712-UL",,,,,,,,10,0,10,4410.00,,4410.00,
"POC-715-CGN1",,,,,,,,,,,,,,
,"07/25/2025","POD-251062","SO-20251044","Cognex Corporation","Neousys Technology Incorp.","POC-715-CGN1  Intel Core i3-N305 Ultra-Compact Embedded Controller with 4x PoE+, 4x USB 3.2 and ...","12/24/2025",5,0,5,4300.00,"POC-700 Series:POC-715-CGN1",4300.00,"WH01S-NTA"
"Total POC-715-CGN1",,,,,,,,5,0,5,4300.00,,4300.00,
"POC-715-CGN2",,,,,,,,,,,,,,
,"07/25/2025","POD-251062","SO-20251044","Cognex Corporation","Neousys Technology Incorp.","POC-715-CGN2  Intel Core i3-N305 Ultra-Compact Embedded Controller with 4x PoE+, 4x USB 3.2 and ...","12/24/2025",5,0,5,3500.00,"POC-700 Series:POC-715-CGN2",3500.00,"WH01S-NTA"
"Total POC-715-CGN2",,,,,,,,5,0,5,3500.00,,3500.00,
"POC-751VTC",,,,,,,,,,,,,,
,"10/01/2025","POD-251397",,"Neousys Technology Incorp.","Neousys Technology Incorp.","POC-751VTC  Intel® Core™ i3-N305 Ultra-compact In-Vehicle Computer with 4x PoE+, HDMI, SocketCAN...","10/22/2025",1,0,1,662.00,"POC-700 Series:POC-751VTC",662.00,"WH01S-NTA"
"Total POC-751VTC",,,,,,,,1,0,1,662.00,,662.00,
"Total POC-700 Series",,,,,,,,28,0,28,15959.00,,15959.00,
"Power Adapter",,,,,,,,,,,,,,
"Cbl-PC-TW-180CM1",,,,,,,,,,,,,,
,"08/28/2025","POD-251229","SO-20251228","Neousys Technology Incorp.","Neousys Technology Incorp.","Cbl-PC-TW-180CM1  Power Cord 18 AWG, 125V/10A, NPMEA 5-15P Plug, -20°C to +60°C, Length: 1.8M.","09/12/2025",3,0,3,9.00,"Power Adapter:Cbl-PC-TW-180CM1",9.00,"WH02D-NTA"
,"09/09/2025","POD-251293","SO-20251285","Sim Sports Corporation","Neousys Technology Incorp.","Cbl-PC-TW-180CM1  Power Cord 18 AWG, 125V/10A, NPMEA 5-15P Plug, -20°C to +60°C, Length: 1.8M.","09/26/2025",2,0,2,6.00,"Power Adapter:Cbl-PC-TW-180CM1",6.00,"Drop Ship"
"Total Cbl-PC-TW-180CM1",,,,,,,,5,0,5,15.00,,15.00,
"PA-120W-OW",,,,,,,,,,,,,,
,"09/18/2025","POD-251341","SO-20251326","Industrial PC, Inc.","Neousys Technology Incorp.","PA-120W-OW  120W AC/DC power adapter 12V/8.5A, 18AWG/120cm, Cord end terminals for terminal bloc...","10/08/2025",20,0,20,780.00,"Power Adapter:PA-120W-OW",780.00,"Drop Ship"
"Total PA-120W-OW",,,,,,,,20,0,20,780.00,,780.00,
"PA-160W-OW",,,,,,,,,,,,,,
,"08/26/2025","POD-251221","SO-20251217","Industrial PC, Inc.","Neousys Technology Incorp.","PA-160W-OW  160W AC/DC power adapter 20V/8A; 18AWGx4C/120cm, cord end terminals for terminal blo...","10/08/2025",42,0,42,2268.00,"Power Adapter:PA-160W-OW",2268.00,"Drop Ship"
,"09/16/2025","POD-251328","SO-20251313","Industrial PC, Inc.","Neousys Technology Incorp.","PA-160W-OW  160W AC/DC power adapter 20V/8A; 18AWGx4C/120cm, cord end terminals for terminal blo...","10/08/2025",30,0,30,1620.00,"Power Adapter:PA-160W-OW",1620.00,"Drop Ship"
,"09/25/2025","POD-251370","SO-20251358","Industrial PC, Inc.","Neousys Technology Incorp.","PA-160W-OW  160W AC/DC power adapter 20V/8A; 18AWGx4C/120cm, cord end terminals for terminal blo...","10/10/2025",40,0,40,2160.00,"Power Adapter:PA-160W-OW",2160.00,"Drop Ship"
"Total PA-160W-OW",,,,,,,,112,0,112,6048.00,,6048.00,
"PA-280W-CW6P-2P",,,,,,,,,,,,,,
,"08/28/2025","POD-251229","SO-20251228","Neousys Technology Incorp.","Neousys Technology Incorp.","PA-280W-CW6P-2P  280W AC-DC power adapter 24V 11.67A, 85~264VAC, -30~+70°C w/ Wafer FML6P to 2P ...","09/12/2025",3,0,3,234.00,"Power Adapter:PA-280W-CW6P-2P",234.00,"WH02D-NTA"
,"09/22/2025","POD-251353",,"Neousys Technology Incorp.","Neousys Technology Incorp.","PA-280W-CW6P-2P  280W AC-DC power adapter 24V 11.67A, 85~264VAC, -30~+70°C w/ Wafer FML6P to 2P ...","10/01/2025",2,0,2,156.00,"Power Adapter:PA-280W-CW6P-2P",156.00,"WH01S-NTA"
"Total PA-280W-CW6P-2P",,,,,,,,5,0,5,390.00,,390.00,
"PA-600W-C4PY-4P",,,,,,,,,,,,,,
,"09/25/2025","POD-251369","SO-20251348","FEV North America Inc.","Neousys Technology Incorp.","PA-600W-C4PY-4P  600W AC-DC power adapter 24V 25A, 85~264VAC, -20~+70°C, w/ 4PY Terminal to 4P E...","10/22/2025",1,0,1,76.00,"Power Adapter:PA-600W-C4PY-4P",76.00,"WH01S-NTA"
"Total PA-600W-C4PY-4P",,,,,,,,1,0,1,76.00,,76.00,
"PA-60W-OW",,,,,,,,,,,,,,
,"09/09/2025","POD-251293","SO-20251285","Sim Sports Corporation","Neousys Technology Incorp.","PA-60W-OW  60W AC/DC power adapter with 12V, 5A DC output, Cord end terminals for terminal block.","09/26/2025",2,0,2,40.00,"Power Adapter:PA-60W-OW",40.00,"Drop Ship"
"Total PA-60W-OW",,,,,,,,2,0,2,40.00,,40.00,
"Total Power Adapter",,,,,,,,145,0,145,7349.00,,7349.00,
"Power Backup Device",,,,,,,,,,,,,,
"PB-9250J-SA",,,,,,,,,,,,,,
,"08/26/2025","POD-251219","SO-20251212","CoastIPC, Inc.","Neousys Technology Incorp.","PB-9250J-SA  Intelligent ultracapacitor-based power backup standalone module with 9250 watt-seco...","10/09/2025",9,0,9,2826.00,"Power Backup Device:PB-9250J-SA",2826.00,"Drop Ship"
"Total PB-9250J-SA",,,,,,,,9,0,9,2826.00,,2826.00,
"Total Power Backup Device",,,,,,,,9,0,9,2826.00,,2826.00,
"RGS-8000 Series",,,,,,,,,,,,,,
"RGS-8805GC-DEX",,,,,,,,,,,,,,
,"08/15/2025","POD-251164","SO-20251167","Dexterity, Inc.","Neousys Technology Incorp.","RGS-8805GC-DEX  Rugged and Compact AMD EPYC 7003/7002 ""MILAN/ROME"" Server Supporting RTX A5000/A...","10/01/2025",1,0,1,3500.00,"RGS-8000 Series:RGS-8805GC-DEX",3500.00,"WH01S-NTA"
"Total RGS-8805GC-DEX",,,,,,,,1,0,1,3500.00,,3500.00,
"Total RGS-8000 Series",,,,,,,,1,0,1,3500.00,,3500.00,
"RMA Parts",,,,,,,,,,,,,,
"POC-320-MB-A3",,,,,,,,,,,,,,
,"10/01/2025","POD-251401","SO-20251389","Cognex Corporation","Neousys Technology Incorp.","POC-320-MB-A3  Tested PCBA POC-320 for repair  Tested POC-320 motherboard with thermal pad and T...","10/03/2025",2,0,2,350.00,"RMA Parts:POC-320-MB-A3",350.00,"Drop Ship"
"Total POC-320-MB-A3",,,,,,,,2,0,2,350.00,,350.00,
"Total RMA Parts",,,,,,,,2,0,2,350.00,,350.00,
"SEMIL Series",,,,,,,,,,,,,,
"Cbl-TpCPlug-DPM-1M",,,,,,,,,,,,,,
,"09/25/2025","POD-251369","SO-20251348","FEV North America Inc.","Neousys Technology Incorp.","Cbl-TpCPlug-DPM-1M  TypeC Male Plug to DP Male Cable, Length : 1M. Industrial computer accessory.","10/22/2025",2,0,2,50.00,"SEMIL Series:Cbl-TpCPlug-DPM-1M",50.00,"WH01S-NTA"
"Total Cbl-TpCPlug-DPM-1M",,,,,,,,2,0,2,50.00,,50.00,
"Cbl-TpCPlug-U3TA-50CM",,,,,,,,,,,,,,
,"09/01/2025","POD-251251","SO-20251236","US Army Corps of Engineers, ERDC-IEI","Neousys Technology Incorp.","Cbl-TpCPlug-U3TA-50CM  TypeC Male Plug to USB3.0 Type-A FML, Length: 50CM. Industrial computer a...","09/17/2025",2,0,2,36.00,"SEMIL Series:Cbl-TpCPlug-U3TA-50CM",36.00,"WH01S-NTA"
,"09/03/2025","POD-251259","SO-20251249","CoastIPC, Inc.","Neousys Technology Incorp.","Cbl-TpCPlug-U3TA-50CM  TypeC Male Plug to USB3.0 Type-A FML, Length: 50CM. Industrial computer a...","10/31/2025",26,0,26,468.00,"SEMIL Series:Cbl-TpCPlug-U3TA-50CM",468.00,"Drop Ship"
,"09/25/2025","POD-251369","SO-20251348","FEV North America Inc.","Neousys Technology Incorp.","Cbl-TpCPlug-U3TA-50CM  TypeC Male Plug to USB3.0 Type-A FML, Length: 50CM. Industrial computer a...","10/22/2025",2,0,2,36.00,"SEMIL Series:Cbl-TpCPlug-U3TA-50CM",36.00,"WH01S-NTA"
"Total Cbl-TpCPlug-U3TA-50CM",,,,,,,,30,0,30,540.00,,540.00,
"Cbl-TpCPlug-UTpCF-50CM",,,,,,,,,,,,,,
,"09/23/2025","POD-251358","SO-20251335","Neousys Technology Incorp.","Neousys Technology Incorp.","Cbl-TpCPlug-UTpCF-50CM  TypeC Male Plug to USB Type-C FML Cable, Length : 50CM.","10/01/2025",2,0,2,46.00,"SEMIL Series:Cbl-TpCPlug-UTpCF-50CM",46.00,"WH01S-NTA"
,"09/25/2025","POD-251369","SO-20251348","FEV North America Inc.","Neousys Technology Incorp.","Cbl-TpCPlug-UTpCF-50CM  TypeC Male Plug to USB Type-C FML Cable, Length : 50CM. Industrial compu...","10/22/2025",2,0,2,46.00,"SEMIL Series:Cbl-TpCPlug-UTpCF-50CM",46.00,"WH01S-NTA"
"Total Cbl-TpCPlug-UTpCF-50CM",,,,,,,,4,0,4,92.00,,92.00,
"Cblkit-M12-SEMIL1708",,,,,,,,,,,,,,
,"08/28/2025","POD-251229","SO-20251228","Neousys Technology Incorp.","Neousys Technology Incorp.","Cblkit-M12-SEMIL1708  SEMIL-1708 M12 cable kit, including 8x Cbl-M12X8M-RJ45-CAT6A-500CM, 2x Cbl...","09/12/2025",3,0,3,960.00,"SEMIL Series:Cblkit-M12-SEMIL1708",960.00,"WH02D-NTA"
"Total Cblkit-M12-SEMIL1708",,,,,,,,3,0,3,960.00,,960.00,
"Cblkit-M12-SEMIL2000",,,,,,,,,,,,,,
,"08/14/2025","POD-251157","SO-20251145","Near Earth Autonomy","Neousys Technology Incorp.","Cblkit-M12-SEMIL2000  SEMIL-2000 series M12 cable kit, including 7xCbl-M12X8M-RJ45-500CM, 1xCbl-...","09/03/2025",1,0,1,266.00,"SEMIL Series:Cblkit-M12-SEMIL2000",266.00,"WH01S-NTA"
,"08/21/2025","POD-251191","SO-20251174","Near Earth Autonomy",,"Cblkit-M12-SEMIL2000  SEMIL-2000 series M12 cable kit, including 7xCbl-M12X8M-RJ45-500CM, 1xCbl-...","09/10/2025",2,0,2,532.00,"SEMIL Series:Cblkit-M12-SEMIL2000",532.00,"WH01S-NTA"
,"08/25/2025","POD-251205","SO-20251194","Neousys Technology Incorp.","Neousys Technology Incorp.","Cblkit-M12-SEMIL2000  SEMIL-2000 series M12 cable kit, including 7xCbl-M12X8M-RJ45-500CM, 1xCbl-...","09/10/2025",1,0,1,266.00,"SEMIL Series:Cblkit-M12-SEMIL2000",266.00,"WH01S-NTA"
,"09/25/2025","POD-251369","SO-20251348","FEV North America Inc.","Neousys Technology Incorp.","Cblkit-M12-SEMIL2000  SEMIL-2000 series M12 cable kit, including 7xCbl-M12X8M-RJ45-500CM, 1xCbl-...","10/22/2025",1,0,1,266.00,"SEMIL Series:Cblkit-M12-SEMIL2000",266.00,"WH01S-NTA"
"Total Cblkit-M12-SEMIL2000",,,,,,,,5,0,5,1330.00,,1330.00,
"Cblkit-M12-SEMIL2000-AS02",,,,,,,,,,,,,,
,"09/03/2025","POD-251259","SO-20251249","CoastIPC, Inc.","Neousys Technology Incorp.","Cblkit-M12-SEMIL2000-AS02  Cable kit includes 2x Cbl-M12X8M-RJ45-CAT6A-500CM, Cbl-M12A8M-2U2TA-1...","10/31/2025",13,0,13,1157.00,"SEMIL Series:Cblkit-M12-SEMIL2000-AS02",1157.00,"Drop Ship"
"Total Cblkit-M12-SEMIL2000-AS02",,,,,,,,13,0,13,1157.00,,1157.00,
"Pnl-3M12-2Ant-SEMIL20",,,,,,,,,,,,,,
,"08/14/2025","POD-251157","SO-20251145","Near Earth Autonomy","Neousys Technology Incorp.","Pnl-3M12-2Ant-SEMIL20  Rear Panel of SEMIL-2000 with 3x M12 and 2x antenna holes. Industrial com...","09/03/2025",1,0,1,24.00,"SEMIL Series:Pnl-3M12-2Ant-SEMIL20",24.00,"WH01S-NTA"
,"08/21/2025","POD-251191","SO-20251174","Near Earth Autonomy",,"Pnl-3M12-2Ant-SEMIL20  Rear Panel of SEMIL-2000 with 3x M12 and 2x antenna holes. Industrial com...","09/10/2025",2,0,2,48.00,"SEMIL Series:Pnl-3M12-2Ant-SEMIL20",48.00,"WH01S-NTA"
"Total Pnl-3M12-2Ant-SEMIL20",,,,,,,,3,0,3,72.00,,72.00,
"Pnl-5Ant-SEMIL20",,,,,,,,,,,,,,
,"09/03/2025","POD-251259","SO-20251249","CoastIPC, Inc.","Neousys Technology Incorp.","Pnl-5Ant-SEMIL20  (5ANT)Panel of SEMIL-2000 with 5x antenna holes.","10/31/2025",13,0,13,312.00,"SEMIL Series:Pnl-5Ant-SEMIL20",312.00,"Drop Ship"
,"09/25/2025","POD-251369","SO-20251348","FEV North America Inc.","Neousys Technology Incorp.","Pnl-5Ant-SEMIL20  (5ANT)Panel of SEMIL-2000 with 5x antenna holes. Industrial computer accessory.","10/22/2025",1,0,1,24.00,"SEMIL Series:Pnl-5Ant-SEMIL20",24.00,"WH01S-NTA"
"Total Pnl-5Ant-SEMIL20",,,,,,,,14,0,14,336.00,,336.00,
"SEMIL-1708",,,,,,,,,,,,,,
,"08/28/2025","POD-251229","SO-20251228","Neousys Technology Incorp.","Neousys Technology Incorp.","SEMIL-1708  Half-rack IP67 waterproof computer supporting Intel® Xeon® E or 9th /8th-Gen Core™ p...","09/12/2025",3,0,3,4938.00,"SEMIL Series:SEMIL-1708",4938.00,"WH02D-NTA"
"Total SEMIL-1708",,,,,,,,3,0,3,4938.00,,4938.00,
"SEMIL-1708-FF",,,,,,,,,,,,,,
,"05/05/2025","POD-250648","SO-20250640","Neousys Technology Incorp.","Neousys Technology Incorp.","SEMIL-1708-FF  Half-rack IP67 waterproof computer supporting Intel® Xeon® E or 9th /8th-Gen Core...","10/01/2025",10,0,10,16590.00,"SEMIL Series:SEMIL-1708-FF",16590.00,"WH01S-NTA"
,"05/05/2025","POD-250649","SO-20250641","Neousys Technology Incorp.","Neousys Technology Incorp.","SEMIL-1708-FF  Half-rack IP67 waterproof computer supporting Intel® Xeon® E or 9th /8th-Gen Core...","11/05/2025",10,0,10,16590.00,"SEMIL Series:SEMIL-1708-FF",16590.00,"WH01S-NTA"
,"05/05/2025","POD-250650","SO-20250642","Neousys Technology Incorp.","Neousys Technology Incorp.","SEMIL-1708-FF  Half-rack IP67 waterproof computer supporting Intel® Xeon® E or 9th /8th-Gen Core...","12/03/2025",10,0,10,16590.00,"SEMIL Series:SEMIL-1708-FF",16590.00,"WH01S-NTA"
"Total SEMIL-1708-FF",,,,,,,,30,0,30,49770.00,,49770.00,
"SEMIL-1748GC-10G-L4-BSK(EA)",,,,,,,,,,,,,,
,"10/01/2025","POD-251396","SO-20251390","Navico Group Americas LLC","Neousys Technology Incorp.","SEMIL-1748GC-10G-L4-BSK(EA)  IP67 waterproof GPU computer including NVIDIA® L4 and Intel® Xeon® ...","10/29/2025",1,0,1,5835.00,"SEMIL Series:SEMIL-1748GC-10G-L4-BSK(EA)",5835.00,"WH01S-NTA"
"Total SEMIL-1748GC-10G-L4-BSK(EA)",,,,,,,,1,0,1,5835.00,,5835.00,
"SEMIL-2007",,,,,,,,,,,,,,
,"09/01/2025","POD-251251","SO-20251236","US Army Corps of Engineers, ERDC-IEI","Neousys Technology Incorp.","SEMIL-2007  19""/2 rack mount IP69K waterproof computer supporting Intel® 14th / 13th/ 12th-Gen C...","09/17/2025",2,0,2,3332.00,"SEMIL Series:SEMIL-2007",3332.00,"WH01S-NTA"
,"09/03/2025","POD-251259","SO-20251249","CoastIPC, Inc.","Neousys Technology Incorp.","SEMIL-2007  19""/2 rack mount IP69K waterproof computer supporting Intel® 14th / 13th/ 12th-Gen C...","10/31/2025",13,0,13,21658.00,"SEMIL Series:SEMIL-2007",21658.00,"Drop Ship"
"Total SEMIL-2007",,,,,,,,15,0,15,24990.00,,24990.00,
"SEMIL-2047GC",,,,,,,,,,,,,,
,"08/14/2025","POD-251157","SO-20251145","Near Earth Autonomy","Neousys Technology Incorp.","SEMIL-2047GC  19"" rack mount IP67 waterproof computer including NVIDIA® L4, supporting Intel® 13...","09/03/2025",1,0,1,5724.00,"SEMIL Series:SEMIL-2047GC",5724.00,"WH01S-NTA"
,"08/21/2025","POD-251191","SO-20251174","Near Earth Autonomy",,"SEMIL-2047GC  19"" rack mount IP67 waterproof computer including NVIDIA® L4, supporting Intel® 13...","09/10/2025",2,0,2,11448.00,"SEMIL Series:SEMIL-2047GC",11448.00,"WH01S-NTA"
,"09/08/2025","POD-251286","SO-20251153","AIM Intelligent Machines","Neousys Technology Incorp.","SEMIL-2047GC  19"" rack mount IP67 waterproof computer including NVIDIA® L4, supporting Intel® 13...","10/01/2025",7,0,7,40068.00,"SEMIL Series:SEMIL-2047GC",40068.00,"WH01S-NTA"
,"09/25/2025","POD-251369","SO-20251348","FEV North America Inc.","Neousys Technology Incorp.","SEMIL-2047GC  19"" rack mount IP67 waterproof computer including NVIDIA® L4, supporting Intel® 13...","10/22/2025",1,0,1,5724.00,"SEMIL Series:SEMIL-2047GC",5724.00,"WH01S-NTA"
"Total SEMIL-2047GC",,,,,,,,11,0,11,62964.00,,62964.00,
"SEMIL-2047GC-CRL",,,,,,,,,,,,,,
,"09/04/2025","POD-251261","SO-20251248","Carnegie Robotics LLC","Neousys Technology Incorp.","SEMIL-2047GC-CRL  19"" rack mount IP67 waterproof computer including NVIDIA® L4, supporting Intel...","10/08/2025",3,0,3,19515.00,"SEMIL Series:SEMIL-2047GC-CRL",19515.00,"WH01S-NTA"
"Total SEMIL-2047GC-CRL",,,,,,,,3,0,3,19515.00,,19515.00,
"Total SEMIL Series",,,,,,,,137,0,137,172549.00,,172549.00,
"Storage",,,,,,,,,,,,,,
"M.242-SSD-128GB-PCIe34-TLCET-PN",,,,,,,,,,,,,,
,"09/09/2025","POD-251293","SO-20251285","Sim Sports Corporation","Neousys Technology Incorp.","M.242-SSD-128GB-PCIe34-TLCET-PN  M.2 SSD 128GB, Key M 2242, TLC, NVMe PCIe Gen 3 x4, -25°C~+85°C...","09/26/2025",2,0,2,60.00,"Storage:M.242-SSD-128GB-PCIe34-TLCET-PN",60.00,"Drop Ship"
"Total M.242-SSD-128GB-PCIe34-TLCET-PN",,,,,,,,2,0,2,60.00,,60.00,
"M.242-SSD-1TB-PCIe34-TLC5WT-TD",,,,,,,,,,,,,,
,"09/24/2025","POD-251363","SO-20251343","CERL-Construction Engineering Research La","Neousys Technology Incorp.","*M.242-SSD-1TB-PCIe34-TLC5WT-TD  M.2 SSD 1TB, Key M 2242, TLC, NVMe PCIe Gen 3x4, -40°C~+85°C, T...","10/15/2025",1,0,1,126.00,"Storage:M.242-SSD-1TB-PCIe34-TLC5WT-TD",126.00,"WH01S-NTA"
"Total M.242-SSD-1TB-PCIe34-TLC5WT-TD",,,,,,,,1,0,1,126.00,,126.00,
"M.280-SSD-1TB-PCIe44-TLC5-PN",,,,,,,,,,,,,,
,"05/05/2025","POD-250648","SO-20250640","Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-1TB-PCIe44-TLC5-PN  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Phison...","10/01/2025",10,0,10,1050.00,"Storage:M.280-SSD-1TB-PCIe44-TLC5-PN",1050.00,"WH01S-NTA"
,"05/05/2025","POD-250649","SO-20250641","Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-1TB-PCIe44-TLC5-PN  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Phison...","11/05/2025",10,0,10,1050.00,"Storage:M.280-SSD-1TB-PCIe44-TLC5-PN",1050.00,"WH01S-NTA"
,"05/05/2025","POD-250650","SO-20250642","Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-1TB-PCIe44-TLC5-PN  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Phison...","12/03/2025",10,0,10,1050.00,"Storage:M.280-SSD-1TB-PCIe44-TLC5-PN",1050.00,"WH01S-NTA"
,"09/03/2025","POD-251259","SO-20251249","CoastIPC, Inc.","Neousys Technology Incorp.","M.280-SSD-1TB-PCIe44-TLC5-PN  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Phison...","10/31/2025",13,0,13,1365.00,"Storage:M.280-SSD-1TB-PCIe44-TLC5-PN",1365.00,"Drop Ship"
"Total M.280-SSD-1TB-PCIe44-TLC5-PN",,,,,,,,43,0,43,4515.00,,4515.00,
"M.280-SSD-1TB-PCIe44-TLC5WT-TD",,,,,,,,,,,,,,
,"08/19/2025","POD-251180","SO-20251175","Uber Technologies, Inc.","Neousys Technology Incorp.","*M.280-SSD-1TB-PCIe44-TLC5WT-TD  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/17/2025",20,0,20,3180.00,"Storage:M.280-SSD-1TB-PCIe44-TLC5WT-TD",3180.00,"WH01S-NTA"
